Year,Area,Inven,List
2020,"albuquerque, nm",60.2006689,315000
2020,"columbus, ga-al",63.5451505,205000
2020,"texarkana, tx-ar",10.70234114,195000
2020,"st. cloud, mn",56.85618729,259000
2020,"cincinnati, oh-ky-in",80.93645485,309900
2020,"rochester, mn",18.72909699,309900
2020,"boulder, co",73.57859532,722103
2020,"portland-south portland, me",80.93645485,425000
2020,"elkhart-goshen, in",83.94648829,219900
2020,"springfield, ma",79.26421405,338500
2020,"state college, pa",15.71906355,309900
2020,"wausau, wi",65.88628763,199000
2020,"spokane-spokane valley, wa",68.56187291,380000
2020,"philadelphia-camden-wilmington, pa-nj-de-md",56.85618729,349000
2020,"erie, pa",46.48829431,144900
2020,"sacramento--roseville--arden-arcade, ca",89.63210702,549000
2020,"dothan, al",25.4180602,205000
2020,"bridgeport-stamford-norwalk, ct",46.48829431,715000
2020,"asheville, nc",12.04013378,439000
2020,"springfield, oh",92.97658863,145900
2020,"louisville/jefferson county, ky-in",89.63210702,258000
2020,"corpus christi, tx",13.04347826,295000
2020,"davenport-moline-rock island, ia-il",0.334448161,153900
2020,"college station-bryan, tx",6.688963211,250000
2020,"merced, ca",86.62207358,340000
2020,"chicago-naperville-elgin, il-in-wi",68.56187291,344900
2020,"abilene, tx",29.43143813,220000
2020,"redding, ca",68.56187291,399900
2020,"jacksonville, fl",37.12374582,318000
2020,"torrington, ct",37.12374582,384900
2020,"syracuse, ny",22.74247492,199900
2020,"niles-benton harbor, mi",20.40133779,355900
2020,"new haven-milford, ct",68.56187291,285000
2020,"worcester, ma-ct",97.32441472,375000
2020,"traverse city, mi",6.02006689,390000
2020,"atlanta-sandy springs-roswell, ga",60.2006689,355000
2020,"greensboro-high point, nc",79.26421405,279900
2020,"amarillo, tx",50.16722408,275000
2020,"gainesville, fl",12.37458194,285417
2020,"warner robins, ga",50.16722408,245196
2020,"dayton, oh",89.63210702,199900
2020,"beaumont-port arthur, tx",15.71906355,219000
2020,"cape coral-fort myers, fl",15.71906355,339000
2020,"bloomington, il",6.688963211,125000
2020,"tyler, tx",34.11371237,299900
2020,"racine, wi",73.57859532,265000
2020,"waterloo-cedar falls, ia",29.43143813,164900
2020,"lake charles, la",1.003344482,226990
2020,"rocky mount, nc",73.57859532,209900
2020,"knoxville, tn",56.85618729,319900
2020,"las cruces, nm",60.2006689,237500
2020,"columbia, mo",83.94648829,255000
2020,"alexandria, la",8.026755853,231900
2020,"portland-vancouver-hillsboro, or-wa",52.5083612,510000
2020,"modesto, ca",86.62207358,420000
2020,"youngstown-warren-boardman, oh-pa",39.46488294,139000
2020,"urban honolulu, hi",14.04682274,602500
2020,"huntsville, al",65.88628763,298000
2020,"tallahassee, fl",50.16722408,250000
2020,"charleston-north charleston, sc",23.7458194,478000
2020,"terre haute, in",25.4180602,119000
2020,"prescott, az",29.43143813,534900
2020,"bellingham, wa",50.16722408,467500
2020,"pensacola-ferry pass-brent, fl",46.48829431,295650
2020,"appleton, wi",63.5451505,289900
2020,"oxnard-thousand oaks-ventura, ca",77.59197324,849000
2020,"johnson city, tn",68.56187291,279900
2020,"jacksonville, nc",29.43143813,229900
2020,"laredo, tx",37.12374582,200000
2020,"odessa, tx",43.14381271,254900
2020,"chattanooga, tn-ga",46.48829431,320000
2020,"burlington-south burlington, vt",20.40133779,392750
2020,"grand rapids-wyoming, mi",65.88628763,299000
2020,"provo-orem, ut",83.94648829,523900
2020,"monroe, la",3.678929766,227280
2020,"kennewick-richland, wa",80.93645485,399900
2020,"jackson, mi",68.56187291,179900
2020,"brownsville-harlingen, tx",1.003344482,259950
2020,"lebanon, pa",24.41471572,266556
2020,"decatur, al",79.26421405,225000
2020,"phoenix-mesa-scottsdale, az",86.62207358,415500
2020,"bremerton-silverdale, wa",95.31772575,479000
2020,"la crosse-onalaska, wi-mn",37.12374582,254900
2020,"milwaukee-waukesha-west allis, wi",73.57859532,299900
2020,"barnstable town, ma",37.12374582,669000
2020,"daphne-fairhope-foley, al",9.364548495,374800
2020,"peoria, il",18.72909699,124000
2020,"manchester-nashua, nh",98.3277592,379900
2020,"columbus, oh",89.63210702,305000
2020,"springfield, mo",79.26421405,245000
2020,"fort wayne, in",86.62207358,214900
2020,"yuma, az",92.97658863,238900
2020,"hagerstown-martinsburg, md-wv",25.4180602,257990
2020,"spartanburg, sc",34.11371237,245000
2020,"san francisco-oakland-hayward, ca",89.63210702,1049000
2020,"south bend-mishawaka, in-mi",65.88628763,219900
2020,"lansing-east lansing, mi",68.56187291,197900
2020,"stockton-lodi, ca",86.62207358,459000
2020,"madison, wi",52.5083612,360000
2020,"salt lake city, ut",98.3277592,495000
2020,"gainesville, ga",56.85618729,343763
2020,"allentown-bethlehem-easton, pa-nj",95.31772575,274900
2020,"savannah, ga",15.71906355,311153
2020,"vallejo-fairfield, ca",97.32441472,499000
2020,"jefferson city, mo",82.60869565,174900
2020,"santa cruz-watsonville, ca",39.46488294,1099000
2020,"san luis obispo-paso robles-arroyo grande, ca",34.11371237,799900
2020,"pittsfield, ma",15.71906355,475000
2020,"eureka-arcata-fortuna, ca",52.5083612,439000
2020,"athens-clarke county, ga",52.5083612,328900
2020,"saginaw, mi",93.97993311,159900
2020,"des moines-west des moines, ia",34.11371237,272000
2020,"anchorage, ak",29.43143813,325000
2020,"wichita falls, tx",73.57859532,164000
2020,"chico, ca",56.85618729,399500
2020,"lynchburg, va",46.48829431,268000
2020,"panama city, fl",8.026755853,335000
2020,"bangor, me",46.48829431,176800
2020,"sebastian-vero beach, fl",4.013377926,339990
2020,"austin-round rock, tx",60.2006689,414900
2020,"fayetteville, nc",60.2006689,211940
2020,"flint, mi",83.94648829,210000
2020,"janesville-beloit, wi",79.26421405,225000
2020,"albany, ga",43.14381271,154000
2020,"charlotte-concord-gastonia, nc-sc",68.56187291,365303
2020,"lakeland-winter haven, fl",27.75919732,249900
2020,"tampa-st. petersburg-clearwater, fl",56.85618729,307900
2020,"wilmington, nc",27.75919732,378750
2020,"los angeles-long beach-anaheim, ca",52.5083612,995000
2020,"longview, tx",18.72909699,230000
2020,"nashville-davidson--murfreesboro--franklin, tn",95.31772575,399900
2020,"kahului-wailuku-lahaina, hi",2.341137124,789000
2020,"joplin, mo",89.63210702,169000
2020,"greenville, nc",50.16722408,265000
2020,"wheeling, wv-oh",20.40133779,129900
2020,"battle creek, mi",52.5083612,159900
2020,"salinas, ca",43.14381271,1200000
2020,"virginia beach-norfolk-newport news, va-nc",80.93645485,324900
2020,"lincoln, ne",9.364548495,325000
2020,"iowa city, ia",15.71906355,274900
2020,"baton rouge, la",4.013377926,275584
2020,"norwich-new london, ct",68.56187291,300000
2020,"mcallen-edinburg-mission, tx",20.40133779,230000
2020,"lexington-fayette, ky",25.4180602,328700
2020,"fresno, ca",98.99665552,350000
2020,"trenton, nj",43.14381271,425000
2020,"rockford, il",82.60869565,160000
2020,"port st. lucie, fl",22.74247492,318000
2020,"myrtle beach-conway-north myrtle beach, sc-nc",5.016722408,262990
2020,"baltimore-columbia-towson, md",68.56187291,339900
2020,"orlando-kissimmee-sanford, fl",25.4180602,324900
2020,"yakima, wa",95.31772575,344900
2020,"columbia, sc",83.94648829,245400
2020,"deltona-daytona beach-ormond beach, fl",40.46822742,299000
2020,"boise city, id",83.94648829,425000
2020,"st. louis, mo-il",34.11371237,247900
2020,"ogden-clearfield, ut",99.33110368,449000
2020,"dover, de",2.675585284,299900
2020,"san antonio-new braunfels, tx",40.46822742,299999
2020,"florence-muscle shoals, al",60.2006689,209000
2020,"rochester, ny",97.32441472,228600
2020,"ottawa-peru, il",20.40133779,130000
2020,"wausau, wi",69.56521739,202450
2020,"elkhart-goshen, in",78.92976589,223950
2020,"utica-rome, ny",11.37123746,164900
2020,"philadelphia-camden-wilmington, pa-nj-de-md",71.90635452,343945
2020,"springfield, il",0,143700
2020,"springfield, ma",71.90635452,352000
2020,"bend-redmond, or",36.12040134,489450
2020,"spokane-spokane valley, wa",78.92976589,392450
2020,"state college, pa",29.09698997,299450
2020,"portland-south portland, me",85.28428094,425000
2020,"bridgeport-stamford-norwalk, ct",37.79264214,708000
2020,"tyler, tx",38.79598662,317250
2020,"racine, wi",65.2173913,289900
2020,"sacramento--roseville--arden-arcade, ca",88.29431438,544250
2020,"erie, pa",47.82608696,158400
2020,"bloomington, il",7.692307692,130450
2020,"los angeles-long beach-anaheim, ca",53.17725753,995000
2020,"longview, tx",19.39799331,239950
2020,"cape coral-fort myers, fl",9.364548495,334950
2020,"columbia, sc",81.60535117,249900
2020,"springfield, oh",90.63545151,130000
2020,"asheville, nc",8.695652174,432450
2020,"fayetteville-springdale-rogers, ar-mo",36.12040134,302500
2020,"the villages, fl",29.09698997,309445
2020,"north port-sarasota-bradenton, fl",18.06020067,374491.5
2020,"joplin, mo",59.19732441,182399.5
2020,"washington-arlington-alexandria, dc-va-md-wv",98.3277592,519000
2020,"ann arbor, mi",32.77591973,397320
2020,"virginia beach-norfolk-newport news, va-nc",83.27759197,329950
2020,"toledo, oh",71.90635452,177450
2020,"battle creek, mi",53.17725753,164900
2020,"wheeling, wv-oh",20.40133779,127500
2020,"greenville, nc",38.79598662,268490
2020,"sioux falls, sd",75.25083612,249900
2020,"iowa city, ia",16.38795987,276400
2020,"bowling green, ky",21.40468227,269900
2020,"seattle-tacoma-bellevue, wa",88.29431438,628207.5
2020,"lafayette-west lafayette, in",86.95652174,259900
2020,"rockford, il",71.90635452,174950
2020,"binghamton, ny",45.81939799,162000
2020,"evansville, in-ky",49.83277592,178700
2020,"kingsport-bristol-bristol, tn-va",44.14715719,225000
2020,"wichita, ks",64.21404682,229200
2020,"shreveport-bossier city, la",27.75919732,199900
2020,"baltimore-columbia-towson, md",88.29431438,339946
2020,"myrtle beach-conway-north myrtle beach, sc-nc",5.351170569,259900
2020,"orlando-kissimmee-sanford, fl",31.77257525,325000
2020,"yakima, wa",90.63545151,382200
2020,"port st. lucie, fl",17.05685619,312500
2020,"nashville-davidson--murfreesboro--franklin, tn",94.31438127,399900
2020,"boise city, id",83.94648829,408282.5
2020,"deltona-daytona beach-ormond beach, fl",25.75250836,299000
2020,"gulfport-biloxi-pascagoula, ms",13.04347826,246500
2020,"scranton--wilkes-barre--hazleton, pa",36.12040134,191950
2020,"st. louis, mo-il",31.77257525,250000
2020,"dover, de",11.37123746,300200
2020,"richmond, va",57.19063545,354975
2020,"rochester, mn",14.04682274,317400
2020,"san antonio-new braunfels, tx",47.82608696,309450
2020,"rochester, ny",97.65886288,222450
2020,"east stroudsburg, pa",49.1638796,229900
2020,"pittsburgh, pa",40.13377926,249900
2020,"merced, ca",52.5083612,339999.5
2020,"blacksburg-christiansburg-radford, va",8.695652174,256925
2020,"yuba city, ca",77.25752508,399450
2020,"chicago-naperville-elgin, il-in-wi",75.25083612,349250
2020,"lubbock, tx",65.2173913,265000
2020,"visalia-porterville, ca",71.90635452,332950
2020,"lake havasu city-kingman, az",19.39799331,327896.5
2020,"pueblo, co",94.98327759,322900
2020,"medford, or",24.41471572,487500
2020,"omaha-council bluffs, ne-ia",65.2173913,306000
2020,"hattiesburg, ms",29.09698997,259450
2020,"niles-benton harbor, mi",18.06020067,339450
2020,"torrington, ct",41.47157191,379900
2020,"el paso, tx",61.8729097,215444
2020,"crestview-fort walton beach-destin, fl",21.40468227,449500
2020,"fort collins, co",58.52842809,464000
2020,"riverside-san bernardino-ontario, ca",77.25752508,468000
2020,"atlantic city-hammonton, nj",32.77591973,257000
2020,"monroe, mi",58.52842809,239900
2020,"lancaster, pa",57.19063545,328690
2020,"topeka, ks",95.98662207,147400
2020,"madison, wi",55.51839465,359900
2020,"gainesville, fl",13.04347826,283745
2020,"vallejo-fairfield, ca",93.31103679,485000
2020,"memphis, tn-ms-ar",59.19732441,261500
2020,"knoxville, tn",44.14715719,322450
2020,"san francisco-oakland-hayward, ca",88.29431438,1037000
2020,"stockton-lodi, ca",86.62207358,472425
2020,"columbia, mo",69.56521739,278700
2020,"urban honolulu, hi",18.06020067,602450
2020,"eureka-arcata-fortuna, ca",81.60535117,399900
2020,"huntsville, al",65.2173913,299900
2020,"tallahassee, fl",55.51839465,250000
2020,"charleston-north charleston, sc",24.74916388,482990
2020,"springfield, mo",67.89297659,257450
2020,"lebanon, pa",85.28428094,261028
2020,"barnstable town, ma",24.74916388,689000
2020,"yuma, az",84.61538462,245450
2020,"la crosse-onalaska, wi-mn",31.77257525,274900
2020,"boston-cambridge-newton, ma-nh",92.30769231,677000
2020,"grand rapids-wyoming, mi",61.8729097,304950
2020,"ocala, fl",0.668896321,215000
2020,"jackson, mi",71.90635452,179950
2020,"little rock-north little rock-conway, ar",64.21404682,236500
2020,"monroe, la",6.02006689,225000
2020,"pensacola-ferry pass-brent, fl",55.51839465,299747.5
2020,"oklahoma city, ok",52.5083612,268675
2020,"san jose-sunnyvale-santa clara, ca",88.29431438,1199000
2020,"provo-orem, ut",94.98327759,509400
2020,"bakersfield, ca",93.31103679,309000
2020,"cedar rapids, ia",21.40468227,218900
2020,"odessa, tx",50.8361204,262450
2020,"winston-salem, nc",50.8361204,300635
2020,"allentown-bethlehem-easton, pa-nj",90.63545151,281895
2020,"reading, pa",98.3277592,255000
2020,"pottsville, pa",81.60535117,109450
2020,"new york-newark-jersey city, ny-nj-pa",29.09698997,624950
2020,"hilton head island-bluffton-beaufort, sc",9.364548495,402495
2020,"roanoke, va",41.47157191,277475
2020,"phoenix-mesa-scottsdale, az",85.28428094,413450
2020,"eugene, or",75.25083612,434000
2020,"houston-the woodlands-sugar land, tx",45.81939799,331904
2020,"bellingham, wa",50.8361204,459900
2020,"macon, ga",27.75919732,179450
2020,"fayetteville, nc",61.8729097,219450
2020,"rocky mount, nc",45.81939799,186950
2020,"cleveland-elyria, oh",53.17725753,215950
2020,"birmingham-hoover, al",47.82608696,271000
2020,"homosassa springs, fl",23.7458194,237400
2020,"johnstown, pa",4.682274247,89000
2020,"norwich-new london, ct",64.21404682,300000
2020,"palm bay-melbourne-titusville, fl",34.11371237,317306
2020,"kansas city, mo-ks",53.17725753,339450
2020,"akron, oh",67.89297659,179900
2020,"naples-immokalee-marco island, fl",1.337792642,499000
2020,"clarksville, tn-ky",96.98996656,271000
2020,"providence-warwick, ri-ma",77.25752508,413450
2020,"huntington-ashland, wv-ky-oh",8.026755853,150000
2020,"cincinnati, oh-ky-in",81.27090301,318000
2020,"mobile, al",59.19732441,218450
2020,"santa rosa, ca",55.51839465,811625
2020,"tulsa, ok",53.17725753,281868.5
2020,"durham-chapel hill, nc",32.77591973,433950
2020,"abilene, tx",40.13377926,220000
2020,"jacksonville, fl",27.75919732,322445
2020,"redding, ca",67.89297659,402000
2020,"ogden-clearfield, ut",98.3277592,434950
2020,"santa maria-santa barbara, ca",27.090301,2272500
2020,"rapid city, sd",40.13377926,329000
2020,"duluth, mn-wi",17.72575251,227200
2020,"reno, nv",78.92976589,544750
2020,"tuscaloosa, al",15.38461538,259450
2020,"trenton, nj",49.1638796,429890
2020,"lincoln, ne",10.70234114,325000
2020,"punta gorda, fl",6.35451505,275450
2020,"santa fe, nm",19.39799331,697000
2020,"dayton, oh",85.28428094,207700
2020,"warner robins, ga",49.83277592,238145
2020,"dothan, al",34.11371237,208450
2020,"chambersburg-waynesboro, pa",78.92976589,239950
2020,"dallas-fort worth-arlington, tx",61.8729097,359500
2020,"syracuse, ny",16.05351171,199950
2020,"ottawa-peru, il",21.40468227,134950
2020,"florence-muscle shoals, al",38.46153846,212400
2020,"olympia-tumwater, wa",93.31103679,422975
2020,"florence, sc",10.70234114,190400
2020,"columbus, ga-al",57.19063545,210250
2020,"mcallen-edinburg-mission, tx",8.026755853,222500
2020,"tampa-st. petersburg-clearwater, fl",50.8361204,300000
2020,"davenport-moline-rock island, ia-il",0.334448161,164200
2020,"corpus christi, tx",7.023411371,292449.5
2020,"jackson, ms",9.364548495,309825
2020,"baton rouge, la",4.682274247,278100
2020,"hickory-lenoir-morganton, nc",99.66555184,294200
2020,"salinas, ca",42.80936455,1249000
2020,"kahului-wailuku-lahaina, hi",4.013377926,750000
2020,"canton-massillon, oh",80.60200669,175000
2020,"new haven-milford, ct",75.25083612,279950
2020,"york-hanover, pa",69.56521739,265400
2020,"coeur d'alene, id",83.94648829,499450
2020,"raleigh, nc",57.19063545,390000
2020,"salt lake city, ut",95.98662207,482500
2020,"grand junction, co",45.81939799,409750
2020,"billings, mt",59.19732441,363425
2020,"savannah, ga",23.7458194,319450
2020,"tupelo, ms",14.04682274,208000
2020,"eau claire, wi",76.92307692,246825
2020,"sioux city, ia-ne-sd",28.76254181,221250
2020,"indianapolis-carmel-anderson, in",63.21070234,286134
2020,"laredo, tx",50.8361204,206995
2020,"killeen-temple, tx",53.17725753,248700
2020,"midland, tx",25.75250836,329950
2020,"jacksonville, nc",29.09698997,231887.5
2020,"johnson city, tn",67.89297659,289000
2020,"charleston, wv",4.013377926,159450
2020,"albany-schenectady-troy, ny",21.40468227,331750
2020,"tucson, az",71.90635452,319250
2020,"oxnard-thousand oaks-ventura, ca",100,866312.5
2020,"montgomery, al",18.06020067,235000
2020,"chattanooga, tn-ga",49.83277592,328775
2020,"miami-fort lauderdale-west palm beach, fl",1.672240803,410000
2020,"charlottesville, va",6.688963211,499250
2020,"burlington-south burlington, vt",36.12040134,372450
2020,"new orleans-metairie, la",21.40468227,325000
2020,"kennewick-richland, wa",77.25752508,399900
2020,"appleton, wi",63.21070234,279950
2020,"daphne-fairhope-foley, al",12.37458194,375000
2020,"prescott, az",20.40133779,552450
2020,"manchester-nashua, nh",97.32441472,377250
2020,"muskegon, mi",42.80936455,224900
2020,"bremerton-silverdale, wa",92.30769231,477194
2020,"hagerstown-martinsburg, md-wv",34.11371237,259945
2020,"columbus, oh",95.98662207,300163.5
2020,"peoria, il",25.75250836,126450
2020,"decatur, al",65.2173913,229900
2020,"fort wayne, in",94.31438127,220850
2020,"milwaukee-waukesha-west allis, wi",77.25752508,326400
2020,"brownsville-harlingen, tx",1.003344482,262000
2020,"las cruces, nm",44.14715719,238639
2020,"lansing-east lansing, mi",69.56521739,214900
2020,"alexandria, la",16.72240803,225000
2020,"modesto, ca",92.30769231,424949.5
2020,"youngstown-warren-boardman, oh-pa",37.79264214,139450
2020,"portland-vancouver-hillsboro, or-wa",69.56521739,504500
2020,"spartanburg, sc",45.81939799,242995
2020,"south bend-mishawaka, in-mi",40.13377926,247700
2020,"beaumont-port arthur, tx",12.7090301,219900
2020,"san luis obispo-paso robles-arroyo grande, ca",34.11371237,805200
2020,"santa cruz-watsonville, ca",32.77591973,1087000
2020,"gainesville, ga",41.47157191,358530
2020,"jefferson city, mo",83.27759197,192500
2020,"amarillo, tx",61.20401338,275475
2020,"greensboro-high point, nc",38.79598662,297450
2020,"atlanta-sandy springs-roswell, ga",65.2173913,354472.5
2020,"terre haute, in",42.80936455,119900
2020,"pittsfield, ma",14.04682274,474500
2020,"lafayette, la",5.351170569,235000
2020,"wichita falls, tx",69.56521739,161450
2020,"saginaw, mi",97.65886288,159900
2020,"athens-clarke county, ga",55.51839465,319115
2020,"des moines-west des moines, ia",36.12040134,274200
2020,"anchorage, ak",59.19732441,335800
2020,"chico, ca",61.20401338,414450
2020,"bangor, me",34.11371237,184949.5
2020,"bloomington, in",29.09698997,359900
2020,"claremont-lebanon, nh-vt",25.75250836,294700
2020,"waterloo-cedar falls, ia",13.04347826,170000
2020,"sebastian-vero beach, fl",2.675585284,339500
2020,"fort smith, ar-ok",14.04682274,196450
2020,"elizabethtown-fort knox, ky",80.60200669,246450
2020,"lake charles, la",2.341137124,222000
2020,"san diego-carlsbad, ca",88.29431438,776250
2020,"harrisburg-carlisle, pa",81.60535117,256650
2020,"fargo, nd-mn",47.82608696,267966.5
2020,"fresno, ca",98.3277592,350500
2020,"augusta-richmond county, ga-sc",41.47157191,252190
2020,"lexington-fayette, ky",29.09698997,329969.5
2020,"detroit-warren-dearborn, mi",84.61538462,272900
2020,"kalamazoo-portage, mi",44.14715719,294950
2020,"albuquerque, nm",65.2173913,322377.5
2020,"texarkana, tx-ar",11.37123746,192450
2020,"st. cloud, mn",53.17725753,267400
2020,"kingston, ny",20.40133779,366000
2020,"college station-bryan, tx",7.023411371,252500
2020,"flint, mi",78.92976589,214450
2020,"janesville-beloit, wi",63.21070234,225000
2020,"buffalo-cheektowaga-niagara falls, ny",71.90635452,229900
2020,"austin-round rock, tx",65.2173913,409000
2020,"panama city, fl",3.344481605,335870
2020,"lynchburg, va",45.81939799,282400
2020,"worcester, ma-ct",94.98327759,379900
2020,"auburn-opelika, al",27.090301,296361
2020,"albany, ga",21.40468227,149250
2020,"morgantown, wv",10.36789298,275950
2020,"las vegas-henderson-paradise, nv",81.60535117,344964.5
2020,"hartford-west hartford-east hartford, ct",74.5819398,299900
2020,"lakeland-winter haven, fl",29.09698997,248995
2020,"louisville/jefferson county, ky-in",88.29431438,267450
2020,"greenville-anderson-mauldin, sc",34.11371237,287000
2020,"green bay, wi",42.80936455,264950
2020,"hilo, hi",3.010033445,499000
2020,"houma-thibodaux, la",1.672240803,197500
2020,"traverse city, mi",3.678929766,379450
2020,"waco, tx",44.14715719,250000
2020,"burlington, nc",91.63879599,292934.5
2020,"salisbury, md-de",15.38461538,355445
2020,"salem, or",67.89297659,447450
2020,"wilmington, nc",25.4180602,378445
2020,"champaign-urbana, il",17.05685619,191500
2020,"charlotte-concord-gastonia, nc-sc",75.25083612,368197.5
2020,"minneapolis-st. paul-bloomington, mn-wi",87.62541806,354500
2020,"concord, nh",87.62541806,352450
2020,"greeley, co",69.56521739,432362.5
2020,"boulder, co",74.5819398,705000
2020,"oshkosh-neenah, wi",59.19732441,239900
2020,"colorado springs, co",91.63879599,451103
2020,"denver-aurora-lakewood, co",86.95652174,522000
2020,"bismarck, nd",38.79598662,298950
2020,"salinas, ca",27.42474916,1200000
2020,"baton rouge, la",8.026755853,269900
2020,"bowling green, ky",11.37123746,272400
2020,"kingsport-bristol-bristol, tn-va",23.7458194,239900
2020,"asheville, nc",8.026755853,425900
2020,"shreveport-bossier city, la",23.7458194,199900
2020,"orlando-kissimmee-sanford, fl",32.44147157,324900
2020,"deltona-daytona beach-ormond beach, fl",17.72575251,292900
2020,"jackson, ms",8.026755853,305300
2020,"louisville/jefferson county, ky-in",87.95986622,284900
2020,"tampa-st. petersburg-clearwater, fl",48.49498328,299900
2020,"providence-warwick, ri-ma",64.54849498,429000
2020,"norwich-new london, ct",48.49498328,300000
2020,"kingston, ny",29.43143813,359900
2020,"lubbock, tx",76.58862876,265000
2020,"santa rosa, ca",64.54849498,799900
2020,"syracuse, ny",19.06354515,209000
2020,"abilene, tx",45.48494983,225000
2020,"cleveland-elyria, oh",59.19732441,232400
2020,"fayetteville, nc",60.2006689,224706
2020,"fort smith, ar-ok",10.03344482,198900
2020,"buffalo-cheektowaga-niagara falls, ny",76.58862876,225000
2020,"birmingham-hoover, al",48.49498328,272113
2020,"san diego-carlsbad, ca",92.64214047,779000
2020,"kansas city, mo-ks",51.83946488,345000
2020,"evansville, in-ky",32.44147157,185000
2020,"mcallen-edinburg-mission, tx",5.351170569,218000
2020,"texarkana, tx-ar",21.73913043,194500
2020,"kalamazoo-portage, mi",45.48494983,299900
2020,"detroit-warren-dearborn, mi",89.63210702,279000
2020,"rochester, mn",14.04682274,324900
2020,"ottawa-peru, il",23.7458194,138000
2020,"toledo, oh",69.56521739,189900
2020,"wheeling, wv-oh",20.06688963,129900
2020,"virginia beach-norfolk-newport news, va-nc",85.6187291,335000
2020,"greenville, nc",40.46822742,269900
2020,"battle creek, mi",45.48494983,195000
2020,"visalia-porterville, ca",44.14715719,310000
2020,"medford, or",29.43143813,479000
2020,"lake havasu city-kingman, az",16.72240803,319900
2020,"pueblo, co",92.64214047,339000
2020,"homosassa springs, fl",10.03344482,229900
2020,"duluth, mn-wi",21.73913043,235000
2020,"columbia, sc",84.61538462,251000
2020,"warner robins, ga",76.58862876,232622
2020,"gainesville, fl",38.1270903,281490
2020,"longview, tx",17.72575251,229000
2020,"madison, wi",55.51839465,365500
2020,"gainesville, ga",32.44147157,354900
2020,"greensboro-high point, nc",48.49498328,299900
2020,"salt lake city, ut",98.99665552,490000
2020,"bridgeport-stamford-norwalk, ct",45.48494983,699000
2020,"sacramento--roseville--arden-arcade, ca",89.63210702,528000
2020,"racine, wi",72.57525084,284900
2020,"dothan, al",32.44147157,215500
2020,"bloomington, il",10.03344482,135000
2020,"erie, pa",29.43143813,164999
2020,"state college, pa",38.1270903,315900
2020,"portland-south portland, me",55.51839465,425000
2020,"bend-redmond, or",26.42140468,469000
2020,"boulder, co",69.56521739,748900
2020,"colorado springs, co",95.65217391,465000
2020,"elkhart-goshen, in",89.63210702,245000
2020,"oshkosh-neenah, wi",62.20735786,249900
2020,"wausau, wi",64.54849498,214900
2020,"philadelphia-camden-wilmington, pa-nj-de-md",69.56521739,342990
2020,"bismarck, nd",48.49498328,289900
2020,"utica-rome, ny",10.03344482,169900
2020,"springfield, ma",55.51839465,349900
2020,"denver-aurora-lakewood, co",91.63879599,539500
2020,"spokane-spokane valley, wa",80.93645485,392000
2020,"springfield, il",0,145000
2020,"york-hanover, pa",60.2006689,272000
2020,"las vegas-henderson-paradise, nv",84.61538462,343500
2020,"worcester, ma-ct",76.58862876,377900
2020,"greeley, co",76.58862876,439900
2020,"salem, or",84.61538462,430000
2020,"salisbury, md-de",7.023411371,352990
2020,"houma-thibodaux, la",1.672240803,199900
2020,"burlington, nc",76.58862876,286940
2020,"waco, tx",45.48494983,254900
2020,"wilmington, nc",21.73913043,369900
2020,"richmond, va",48.49498328,357950
2020,"corpus christi, tx",6.02006689,289900
2020,"charlotte-concord-gastonia, nc-sc",76.58862876,370000
2020,"new haven-milford, ct",80.93645485,289000
2020,"albany, ga",21.73913043,136800
2020,"lynchburg, va",40.46822742,289900
2020,"flint, mi",86.62207358,219700
2020,"janesville-beloit, wi",72.57525084,240900
2020,"memphis, tn-ms-ar",60.2006689,265000
2020,"rocky mount, nc",13.04347826,197900
2020,"claremont-lebanon, nh-vt",20.06688963,304400
2020,"cedar rapids, ia",32.44147157,220000
2020,"montgomery, al",26.42140468,237800
2020,"charlottesville, va",3.010033445,479900
2020,"billings, mt",72.57525084,359900
2020,"bremerton-silverdale, wa",92.64214047,495000
2020,"houston-the woodlands-sugar land, tx",51.83946488,329500
2020,"roanoke, va",27.42474916,289950
2020,"la crosse-onalaska, wi-mn",55.51839465,285000
2020,"phoenix-mesa-scottsdale, az",86.62207358,415000
2020,"bellingham, wa",51.83946488,465000
2020,"saginaw, mi",96.65551839,169900
2020,"austin-round rock, tx",76.58862876,399900
2020,"bloomington, in",32.44147157,359900
2020,"fayetteville-springdale-rogers, ar-mo",40.46822742,304900
2020,"the villages, fl",23.7458194,304888
2020,"columbus, ga-al",51.83946488,217900
2020,"johnstown, pa",11.37123746,89000
2020,"florence, sc",17.72575251,189900
2020,"albuquerque, nm",72.57525084,325000
2020,"olympia-tumwater, wa",96.65551839,405000
2020,"lexington-fayette, ky",27.42474916,329930
2020,"trenton, nj",51.83946488,429000
2020,"fresno, ca",98.99665552,350000
2020,"wichita, ks",55.51839465,240000
2020,"binghamton, ny",48.49498328,160000
2020,"iowa city, ia",16.72240803,279900
2020,"springfield, oh",87.95986622,159700
2020,"naples-immokalee-marco island, fl",1.003344482,497500
2020,"nashville-davidson--murfreesboro--franklin, tn",96.65551839,395926
2020,"reno, nv",64.54849498,539000
2020,"gulfport-biloxi-pascagoula, ms",11.37123746,240999
2020,"st. louis, mo-il",32.44147157,249900
2020,"santa maria-santa barbara, ca",15.38461538,1995000
2020,"rochester, ny",100,244900
2020,"florence-muscle shoals, al",51.83946488,218500
2020,"san antonio-new braunfels, tx",51.83946488,314008
